N,P,K,temperature,humidity,ph,rainfall,soil_type,label,reference_title,reference_url,source,stats_source_title,stats_source_url
21.7,16.5,25.8,32.61,64.06,5.87,62.69,Sandy Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
141.6,55.1,41.8,29.21,74.35,6.22,124.56,Clay Loam,sugarcane,PCAARRD ISP – Sugarcane Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sugarcane/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
47.9,29,81,28.19,64.23,5.04,107.53,Clay Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
29.4,29.6,24.3,27.7,90.18,5.11,235.42,Clay Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
88,35.4,61,27.61,56.7,6.41,67.63,Sandy Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
21.9,20.5,26.4,35.48,66.74,6.58,69.41,Clay Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44.9,39.4,36.9,31.56,66.57,6.2,65.3,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
70.8,41.2,49.3,25.03,80.45,6.37,115.74,Loam,eggplant,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.5,10.6,25.7,30.14,93.7,7.66,224.31,Sandy Loam,coconut,PCAARRD ISP – Coconut Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coconut/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
77.6,44.7,62.3,23.96,65.64,6.05,97.82,Sandy Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
41.4,28.1,67.9,23.8,62.92,5.96,113.15,Sandy Loam,sweet_potato,PCAARRD ISP – Sweetpotato Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sweetpotato/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.5,12.8,20.8,30.78,82.83,5.78,126.72,Sandy Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
72.2,58.5,89.8,26.45,67.19,5.65,66.17,Sandy Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
111.3,51.8,42.5,26.83,85.45,5.46,281.6,Clay,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
57.3,25.3,82.3,24.01,69,5.55,84.9,Sandy Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
93.8,55.5,41.8,25.41,88.25,6.19,226.78,Clay Loam,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
29.1,46.3,40,27.1,61.2,5.84,61.22,Sandy Loam,peanut,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
84.9,42.7,23.4,29.16,61.11,6.09,63.89,Sandy Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
54,19.3,70.4,28.12,69.07,5.61,117.07,Volcanic Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
81.6,47.4,47.3,27.62,75.03,6.05,210.37,Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
76,40.4,75.7,20.64,67.25,6.48,40.41,Sandy Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
98.6,44.3,42.1,28.48,78.23,6.94,261.87,Clay,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
15.1,42.8,36.1,26.9,62.91,6.04,77.82,Sandy,peanut,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20.1,14,20.3,26.96,73.13,6.42,146.08,Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
18.1,10,22.9,29.5,77.05,5.87,106.09,Clay Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
44.8,34.9,47.4,26.53,68.87,6.53,61.96,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
82.2,54.7,62.4,23.46,75.13,5.74,73.5,Sandy Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
110.4,40.2,60.4,29.84,74.24,6.09,149.17,Clay Loam,sugarcane,PCAARRD ISP – Sugarcane Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/sugarcane/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
64.6,49.1,38.9,23.47,68.67,6.96,60.1,Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
58.7,28.6,84.8,26.6,61.1,6.22,82.81,Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
51.2,62.2,46.1,32.96,82.47,5.98,149.8,Clay Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
59.7,47.9,45.4,29.26,71.73,6.42,55.21,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.7,23.9,32.5,27.46,84.81,4.6,189.09,Clay Loam,rubber,PCAARRD ISP – Rubber Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rubber/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
115.8,100.1,45.2,26.22,76.68,6.92,112.48,Clay Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
91.7,15.4,34.2,24.57,72.08,5.67,183.63,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
56.2,37.7,48.3,27.85,67.62,6.75,64.33,Sandy Loam,okra,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
40.2,25.3,79.6,26.23,54.68,6.02,100.29,Loam,cassava,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
49.8,36.2,82.2,28.98,67.35,6.72,140.14,Sandy Loam,cassava,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
47.4,31.5,79.4,26.79,64.99,5.82,61.29,Sandy Loam,tobacco,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
19.9,31.4,24.3,30.74,66.33,6.63,44.9,Loam,mungbean,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
18.7,14.7,18.9,26.06,73.86,5.86,161.93,Clay Loam,calamansi,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
82.5,52.4,73.2,22.58,65.57,6.6,45.3,Loam,tomato,PCAARRD ISP – Vegetables Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
22.1,23.2,27.6,34.72,55.13,6.25,94.9,Sandy Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
99.4,81,49,28.89,87.6,6.03,129.67,Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
82.6,32.4,49,22.23,63.78,6.18,44.56,Sandy Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
20.2,38.7,44.8,26.85,65.02,6.11,77.92,Sandy Loam,peanut,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
113.4,45.4,41,25.14,78.41,6.75,300.6,Clay Loam,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
89.3,56.4,44.7,24.24,74.28,6.59,272.32,Clay,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
64.8,33.2,53.2,23,67.65,6.6,60.35,Loam,garlic,PCAARRD ISP – Vegetables Industry Profile (garlic),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
43.3,15.1,85.3,29.68,71.41,5.81,147.54,Sandy Loam,pineapple,PCAARRD ISP – Queen Pineapple Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/queen-pineapple/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
106.4,27.4,28.4,24.6,68.19,5.93,241.03,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
112.3,47.5,44.3,29.57,89.06,5.71,206.51,Clay,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
15.8,16,25.1,30.96,58.23,5.9,66.17,Clay Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
113,97.7,53.5,28.11,77.8,6.9,110.67,Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
97.2,15.7,25.7,27.65,72.42,6,251.21,Volcanic Loam,coffee,PCAARRD ISP – Coffee Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/coffee/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
55,52.4,45.4,25.65,83.96,6.4,111.51,Clay Loam,papaya,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
18.3,20.5,27.5,35,69.92,6.99,85.33,Clay Loam,mango,PCAARRD ISP – Mango Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/mango/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
97.6,41.6,41.8,26.54,76.57,6.6,214.98,Clay Loam,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
19.5,49,30.4,24.89,68.33,6.64,68.37,Sandy Loam,peanut,PCAARRD ISP – Legumes Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/legumes/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
66.9,33,50.7,30.83,83.75,6.3,203.27,Clay Loam,cacao,PCAARRD ISP – Cacao Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/cacao/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
53,24,66.3,30.04,57.93,5.51,143.61,Sandy Loam,cassava,Department of Agriculture – Official Portal,https://www.da.gov.ph/,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
99.1,91.3,49.7,27.11,88.17,6.41,172.17,Loam,banana,PCAARRD ISP – Banana Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/banana/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
99.2,58.4,39.6,24.16,83.58,5.5,215.54,Clay Loam,rice,PCAARRD ISP – Rice Industry Profile,https://ispweb.pcaarrd.dost.gov.ph/isp-commodities/rice/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
70.4,42.4,50.9,22.79,58.38,6.96,36.35,Loam,onion,PCAARRD ISP – Vegetables Industry Profile (onion),https://ispweb.pcaarrd.dost.gov.ph/vegetables/,DOST-PCAARRD,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
95.9,46.1,21.1,27.68,61.47,6.59,64.98,Loam,corn,DA – Philippine Yellow Corn Industry Roadmap,https://www.da.gov.ph/wp-content/uploads/2023/05/Philippine-Yellow-Corn-Industry-Roadmap.pdf,Department of Agriculture,PSA – Crops Production Survey (national & regional crop statistics),https://psa.gov.ph/crops-production-survey
