soil_moisture,soil_temperature,air_temperature,humidity,ph,nitrogen,phosphorus,potassium,crop
80.55,20.55,21.66,71.07,5.96,93.2,16.4,31.2,coffee
56.51,25.75,26.4,79.97,5.85,17.3,10.8,16.2,calamansi
68.91,25.57,26.71,81.32,7.15,24.3,9.1,31.1,coconut
33.57,25.39,26.77,61.98,6.49,82.1,35.4,41.8,onion
37.79,25.47,27.3,57.43,6.38,71.1,31.9,44.6,garlic
33.39,27.81,28.35,60.13,5.76,68.9,36.3,62.3,tobacco
39.87,29.28,30.32,71.52,6.77,54.1,46.5,48.5,ampalaya
52.16,23.09,25.23,90.4,6.92,99.5,89.4,54.2,banana
60.26,28.53,29.51,78.99,6.36,128.6,58.2,49.2,sugarcane
43.53,24.52,25.14,68.65,6.66,57.3,49.5,42.8,okra
44.83,28.36,30.24,76.93,5.54,98.3,77.8,50.9,banana
35.15,23.31,24.62,64.2,6.04,82.5,44.7,67.5,tomato
46.64,25.02,25.85,65.74,6.33,35.1,26.0,74.6,sweet_potato
41.91,23.62,25.44,73.88,6.12,71.4,47.5,61.0,eggplant
29.74,19.65,21.52,63.73,6.23,90.8,35.3,40.4,garlic
42.52,23.59,25.63,68.57,6.01,46.9,35.6,76.7,sweet_potato
37.19,30.87,31.4,72.52,6.73,17.1,45.1,23.1,mungbean
80.12,23.28,25.41,79.59,5.98,101.9,60.2,43.3,rice
32.28,25.79,26.83,58.32,6.74,83.6,46.4,51.3,garlic
41.34,21.62,22.74,62.79,6.67,38.8,33.3,83.8,sweet_potato
64.08,27.92,29.12,70.13,6.98,112.4,48.1,49.9,sugarcane
49.81,25.04,25.7,86.9,6.26,96.4,75.3,47.2,banana
35.58,20.83,22.49,65.21,5.99,54.8,30.6,84.3,tobacco
72.7,25.67,27.49,67.82,5.52,107.9,15.8,30.1,coffee
31.99,23.16,24.67,68.47,5.69,50.7,35.3,72.2,tobacco
72.57,19.42,21.84,69.78,5.06,91.1,17.7,34.7,coffee
44.47,26.83,27.35,75.22,5.66,49.4,35.7,72.3,cassava
77.36,29.92,30.74,82.93,6.59,62.9,32.1,43.8,cacao
62.01,25.84,27.78,83.46,6.04,107.5,71.7,51.1,banana
51.11,25.05,27.39,68.18,5.27,44.9,26.7,75.9,cassava
36.71,24.48,26.42,65.01,5.63,23.5,44.4,41.3,peanut
54.9,26.85,28.66,66.27,6.97,132.8,54.8,54.9,sugarcane
71.5,26.6,27.53,79.26,6.14,63.8,47.6,44.5,cacao
71.08,27.08,28.02,83.97,4.68,29.0,28.6,24.9,rubber
82.02,25.56,27.15,81.24,5.71,81.8,32.0,64.3,abaca
53.9,27.27,28.78,85.51,6.39,54.9,63.8,47.3,papaya
54.44,26.23,27.45,85.24,7.32,17.3,11.3,27.4,coconut
40.88,27.71,29.87,71.2,5.73,91.0,47.4,22.8,corn
39.97,24.5,25.11,71.92,6.3,63.1,43.9,72.4,tomato
76.52,19.06,19.8,60.94,6.14,102.3,24.9,31.5,coffee
33.26,23.41,24.74,67.85,5.7,88.4,47.1,71.2,tomato
38.75,25.31,25.95,60.04,6.49,41.4,39.3,76.9,sweet_potato
37.94,26.5,28.21,65.54,6.97,43.1,28.5,78.1,cassava
38.41,18.28,20.53,69.43,6.14,63.1,52.4,66.2,tomato
60.43,23.07,24.67,84.54,6.78,53.9,51.2,45.5,papaya
32.57,25.43,26.88,61.08,5.65,55.7,27.6,79.9,tobacco
58.92,28.24,29.95,84.14,6.09,84.7,39.4,45.4,rice
81.39,24.31,24.86,60.47,5.58,105.0,18.3,30.3,coffee
44.53,28.5,29.14,68.66,6.77,83.8,47.0,49.6,eggplant
33.76,29.47,30.91,67.23,6.0,22.6,35.1,24.5,mungbean
32.95,21.23,23.49,63.79,6.0,81.8,41.6,55.8,onion
39.57,27.84,28.45,72.24,6.42,20.8,48.4,28.4,mungbean
36.04,20.84,22.03,61.88,6.75,63.8,42.8,56.0,garlic
59.71,25.2,26.51,85.93,5.93,17.3,14.2,27.7,coconut
33.75,20.75,23.06,62.93,6.33,72.9,44.8,59.7,garlic
38.52,29.41,31.21,65.15,7.27,17.9,20.0,33.6,mango
34.61,26.79,28.36,53.48,5.92,16.2,43.1,45.0,peanut
36.12,27.05,28.69,65.75,6.31,42.5,20.9,75.8,tobacco
34.41,23.96,25.28,67.75,6.62,67.8,48.4,52.3,garlic
39.25,25.64,27.23,57.91,7.1,18.1,21.6,34.3,mango
43.73,23.8,25.99,74.36,5.71,83.9,51.9,70.2,tomato
40.67,25.24,25.87,69.71,6.11,21.5,41.7,34.1,peanut
56.47,24.96,25.85,71.06,5.62,23.8,19.5,22.2,calamansi
47.72,21.86,23.58,80.46,5.16,46.9,30.2,69.5,pineapple
35.68,22.39,24.71,68.81,6.44,81.7,45.1,22.6,corn
63.35,25.4,27.28,75.1,5.86,19.5,17.6,17.2,calamansi
84.48,30.13,30.9,82.54,6.37,71.7,31.7,89.9,abaca
26.76,24.39,26.63,66.93,6.13,78.3,34.8,49.2,garlic
35.2,23.75,25.8,68.26,5.37,45.4,23.6,76.0,cassava
56.9,29.3,31.16,71.38,6.02,137.8,54.6,41.6,sugarcane
67.81,22.91,23.89,60.66,5.06,96.1,25.7,32.0,coffee
75.97,24.34,26.69,80.78,5.05,25.6,26.3,26.6,rubber
81.21,26.51,28.78,85.14,6.53,94.0,57.4,43.9,rice
63.06,24.92,26.74,73.34,7.39,117.5,60.1,41.2,sugarcane
37.29,27.76,28.48,73.11,6.71,44.3,38.1,62.6,sweet_potato
71.7,30.31,31.48,81.88,5.59,31.6,19.7,20.9,rubber
75.43,23.45,25.75,94.49,6.41,77.7,20.7,70.1,abaca
33.71,25.83,27.03,58.84,6.28,15.3,37.1,46.3,peanut
37.59,20.89,23.31,68.72,5.84,88.3,39.3,82.5,tomato
72.21,26.45,28.1,76.0,5.52,109.0,20.7,29.1,coffee
39.06,28.23,29.91,74.15,6.58,55.8,34.0,36.9,okra
43.47,25.97,26.56,63.02,7.36,84.0,60.1,21.5,corn
31.18,19.78,22.15,69.83,6.64,60.6,35.4,50.0,onion
45.0,25.12,26.34,69.03,5.61,74.4,48.9,51.1,eggplant
57.32,27.54,28.85,81.23,6.77,103.8,90.5,47.9,banana
35.19,25.84,27.46,59.19,6.62,29.4,40.6,43.6,peanut
55.45,26.09,27.1,77.46,5.98,142.5,59.6,57.5,sugarcane
36.32,23.61,25.18,57.94,6.74,91.3,42.4,60.5,onion
32.32,23.27,25.47,71.74,6.79,47.2,36.2,35.0,okra
55.37,29.63,30.28,71.14,5.61,47.5,29.4,77.4,cassava
42.65,23.9,25.75,71.37,6.68,45.6,27.0,69.8,sweet_potato
33.0,23.66,25.48,68.75,6.49,19.6,38.9,40.0,peanut
79.9,27.06,28.79,77.53,5.89,89.9,30.3,56.2,cacao
