N,P,K,temperature,humidity,ph,label,fertilizer
49.4,26.4,66.9,23.03,69.58,6.12,tobacco,Ammonium Sulfate (21-0-0)
25.5,45.8,42.0,29.19,65.12,6.55,peanut,Ammonium Phosphate (16-20-0)
24.8,31.8,27.8,28.34,65.34,6.95,mungbean,Ammonium Phosphate (16-20-0)
61.6,35.2,31.9,27.94,63.68,6.71,okra,Complete (14-14-14)
44.3,26.8,63.5,24.86,71.4,5.49,pineapple,Muriate of Potash (0-0-60)
92.5,86.8,49.3,25.52,85.74,6.79,banana,Muriate of Potash (0-0-60)
120.0,47.7,43.3,26.0,66.22,5.79,sugarcane,Urea (46-0-0)
124.4,41.0,43.8,26.43,70.68,6.76,sugarcane,Urea (46-0-0)
15.0,8.2,34.3,24.82,81.51,5.35,coconut,Muriate of Potash (0-0-60)
84.7,36.5,88.7,26.99,85.31,5.24,abaca,Complete (14-14-14)
28.3,34.3,44.9,25.38,63.79,5.49,peanut,Ammonium Phosphate (16-20-0)
87.3,33.2,42.3,20.88,63.97,6.05,onion,Complete (14-14-14)
46.4,36.3,87.3,30.51,74.51,5.89,cassava,Muriate of Potash (0-0-60)
75.7,22.2,67.8,27.1,89.71,4.95,abaca,Complete (14-14-14)
56.9,39.2,34.7,29.68,67.02,6.73,ampalaya,Complete (14-14-14)
102.2,59.5,42.8,27.59,80.49,5.55,rice,Complete (14-14-14)
42.2,25.9,64.2,27.23,68.61,6.01,cassava,Muriate of Potash (0-0-60)
56.5,21.9,67.5,26.45,69.7,7.01,cassava,Muriate of Potash (0-0-60)
46.9,24.1,79.7,26.65,57.25,5.3,cassava,Muriate of Potash (0-0-60)
23.7,22.4,34.5,31.32,90.07,4.71,rubber,Ammonium Sulfate (21-0-0)
57.8,55.3,52.6,32.03,81.39,5.94,papaya,Complete (14-14-14)
18.2,44.5,22.0,31.73,61.95,6.1,mungbean,Ammonium Phosphate (16-20-0)
25.0,19.8,29.4,32.98,58.56,5.6,mango,Complete (14-14-14)
31.1,35.7,67.0,21.83,72.17,5.57,sweet_potato,Muriate of Potash (0-0-60)
82.1,31.5,62.2,26.23,93.76,5.54,abaca,Complete (14-14-14)
66.4,40.6,55.8,28.38,78.19,5.8,eggplant,Complete (14-14-14)
48.1,32.4,29.4,29.91,65.38,6.61,okra,Complete (14-14-14)
98.4,43.4,22.8,27.46,62.42,6.95,corn,Urea (46-0-0)
41.7,27.0,72.0,29.86,57.27,5.95,cassava,Muriate of Potash (0-0-60)
67.4,28.0,89.4,26.77,55.98,6.05,tobacco,Ammonium Sulfate (21-0-0)
22.4,9.8,27.1,29.25,90.76,7.69,coconut,Muriate of Potash (0-0-60)
20.4,17.9,25.2,27.55,75.69,5.67,rubber,Ammonium Sulfate (21-0-0)
94.6,18.3,26.6,25.19,63.68,5.55,coffee,Complete (14-14-14)
55.2,29.1,92.5,29.67,71.34,5.65,pineapple,Muriate of Potash (0-0-60)
75.1,45.5,51.7,25.88,68.86,5.96,eggplant,Complete (14-14-14)
99.7,16.0,29.7,26.26,73.5,6.37,coffee,Complete (14-14-14)
63.9,42.3,58.8,23.42,58.82,6.55,garlic,Complete (14-14-14)
25.2,44.5,49.9,27.09,63.55,6.26,peanut,Ammonium Phosphate (16-20-0)
17.2,34.6,42.7,25.9,67.47,5.74,peanut,Ammonium Phosphate (16-20-0)
89.6,42.2,50.5,31.64,84.78,5.98,cacao,Complete (14-14-14)
41.3,56.1,46.1,31.45,82.98,6.2,papaya,Complete (14-14-14)
25.4,42.9,37.7,26.47,56.85,6.76,peanut,Ammonium Phosphate (16-20-0)
126.4,57.9,47.0,27.84,69.52,5.4,sugarcane,Urea (46-0-0)
57.2,48.4,36.9,26.33,66.81,6.63,okra,Complete (14-14-14)
54.9,29.3,89.0,27.21,78.06,4.49,pineapple,Muriate of Potash (0-0-60)
41.4,24.9,59.8,25.76,62.19,5.87,sweet_potato,Muriate of Potash (0-0-60)
39.2,34.8,78.3,22.27,75.42,6.6,sweet_potato,Muriate of Potash (0-0-60)
46.0,18.9,82.3,26.64,69.87,5.61,pineapple,Muriate of Potash (0-0-60)
24.0,22.6,25.2,27.82,62.79,5.9,mango,Complete (14-14-14)
71.1,31.1,55.8,21.64,58.37,6.36,garlic,Complete (14-14-14)
43.3,30.2,36.0,25.17,74.53,6.54,okra,Complete (14-14-14)
55.2,30.6,68.9,26.41,61.13,6.25,cassava,Muriate of Potash (0-0-60)
42.4,46.5,48.2,31.27,69.89,5.68,papaya,Complete (14-14-14)
42.1,33.6,74.5,22.25,74.21,6.21,sweet_potato,Muriate of Potash (0-0-60)
55.2,36.8,65.9,25.09,67.88,5.81,tobacco,Ammonium Sulfate (21-0-0)
80.4,43.3,20.4,30.41,71.64,7.26,corn,Urea (46-0-0)
98.8,26.1,32.9,24.78,71.1,5.74,coffee,Complete (14-14-14)
61.7,34.1,86.4,23.27,56.85,6.42,tobacco,Ammonium Sulfate (21-0-0)
56.4,43.3,50.7,24.56,87.9,5.96,papaya,Complete (14-14-14)
48.5,20.4,68.2,31.69,69.73,6.91,cassava,Muriate of Potash (0-0-60)
16.1,17.8,19.6,23.53,79.64,5.65,calamansi,Ammonium Sulfate (21-0-0)
86.6,34.1,52.4,26.99,86.33,5.74,cacao,Complete (14-14-14)
87.0,43.5,23.6,29.57,68.33,7.22,corn,Urea (46-0-0)
24.8,14.4,31.0,32.23,53.01,6.19,mango,Complete (14-14-14)
67.2,41.0,56.7,21.8,60.73,6.65,onion,Complete (14-14-14)
87.4,49.0,56.1,25.59,58.61,6.01,onion,Complete (14-14-14)
24.2,18.8,31.9,25.48,85.4,5.76,rubber,Ammonium Sulfate (21-0-0)
24.3,24.6,29.3,28.22,66.02,5.73,mango,Complete (14-14-14)
91.6,98.0,50.7,28.88,86.3,6.62,banana,Muriate of Potash (0-0-60)
17.0,11.8,26.9,27.72,88.01,6.18,coconut,Muriate of Potash (0-0-60)
111.3,49.4,44.8,30.32,86.45,6.46,rice,Complete (14-14-14)
65.3,31.3,84.7,27.5,92.9,6.0,abaca,Complete (14-14-14)
64.2,42.3,41.1,25.75,80.34,6.69,cacao,Complete (14-14-14)
104.1,25.0,30.1,22.26,77.82,5.25,coffee,Complete (14-14-14)
19.4,31.6,49.4,29.42,56.4,6.59,peanut,Ammonium Phosphate (16-20-0)
41.7,21.0,69.2,24.73,74.95,5.98,sweet_potato,Muriate of Potash (0-0-60)
95.5,55.5,42.9,26.29,82.19,6.02,rice,Complete (14-14-14)
60.3,40.4,82.4,25.31,64.12,5.56,tomato,Complete (14-14-14)
48.4,27.6,70.6,31.37,68.57,5.38,cassava,Muriate of Potash (0-0-60)
70.3,41.1,53.2,25.29,82.03,6.19,cacao,Complete (14-14-14)
24.9,24.6,33.2,33.12,66.42,6.4,mango,Complete (14-14-14)
48.2,41.0,30.1,24.7,70.06,6.57,ampalaya,Complete (14-14-14)
37.6,32.6,69.6,27.44,63.33,6.37,sweet_potato,Muriate of Potash (0-0-60)
40.8,16.3,71.8,28.53,78.48,5.04,pineapple,Muriate of Potash (0-0-60)
89.1,40.0,41.5,27.98,75.77,6.47,rice,Complete (14-14-14)
88.3,36.0,58.4,25.8,86.67,6.21,cacao,Complete (14-14-14)
47.1,45.7,44.5,31.72,86.57,5.74,papaya,Complete (14-14-14)
23.8,17.9,25.4,27.12,79.3,6.21,calamansi,Ammonium Sulfate (21-0-0)
70.5,38.7,52.8,29.38,81.12,6.51,cacao,Complete (14-14-14)
33.0,40.0,87.4,23.56,72.44,6.8,sweet_potato,Muriate of Potash (0-0-60)
34.1,23.5,92.5,24.12,72.0,6.55,sweet_potato,Muriate of Potash (0-0-60)
40.8,50.6,45.6,23.67,86.26,5.56,papaya,Complete (14-14-14)
68.0,21.3,71.2,26.28,92.15,5.37,abaca,Complete (14-14-14)
94.8,94.3,51.6,26.0,82.02,6.14,banana,Muriate of Potash (0-0-60)
113.5,57.3,44.8,30.26,86.61,6.32,rice,Complete (14-14-14)
16.7,22.3,31.1,33.29,51.37,7.39,mango,Complete (14-14-14)
85.2,58.4,42.6,31.85,81.39,5.63,rice,Complete (14-14-14)
46.9,32.5,86.6,27.9,59.33,6.14,tobacco,Ammonium Sulfate (21-0-0)
47.2,15.5,64.2,27.98,68.21,5.18,pineapple,Muriate of Potash (0-0-60)
89.3,24.8,79.6,26.6,94.86,6.09,abaca,Complete (14-14-14)
16.2,11.8,17.7,26.66,76.25,5.85,calamansi,Ammonium Sulfate (21-0-0)
21.3,12.9,18.5,30.69,84.53,5.49,calamansi,Ammonium Sulfate (21-0-0)
55.5,31.1,68.6,26.01,72.68,4.84,pineapple,Muriate of Potash (0-0-60)
58.9,34.6,29.8,30.38,71.33,6.7,ampalaya,Complete (14-14-14)
24.6,29.3,24.5,29.37,83.52,5.67,rubber,Ammonium Sulfate (21-0-0)
23.4,13.3,33.8,29.94,93.84,6.93,coconut,Muriate of Potash (0-0-60)
101.7,20.0,34.5,27.31,80.42,6.22,coffee,Complete (14-14-14)
74.2,47.3,59.9,28.18,79.33,6.39,eggplant,Complete (14-14-14)
84.5,54.1,23.9,30.6,61.1,5.52,corn,Urea (46-0-0)
58.3,47.9,32.1,27.85,67.39,6.11,okra,Complete (14-14-14)
23.9,24.4,30.1,27.88,52.69,6.07,mango,Complete (14-14-14)
26.0,17.8,31.8,27.85,87.33,5.53,rubber,Ammonium Sulfate (21-0-0)
18.8,38.6,23.8,29.97,70.98,6.88,mungbean,Ammonium Phosphate (16-20-0)
40.0,19.8,82.5,26.84,70.41,6.02,pineapple,Muriate of Potash (0-0-60)
54.5,33.2,32.2,31.5,75.92,6.26,ampalaya,Complete (14-14-14)
18.1,17.4,19.8,26.2,75.26,5.83,calamansi,Ammonium Sulfate (21-0-0)
89.4,46.0,58.9,22.92,67.2,6.27,garlic,Complete (14-14-14)
91.8,54.0,23.8,27.35,63.48,5.79,corn,Urea (46-0-0)
38.6,27.8,18.9,30.13,76.38,5.57,rubber,Ammonium Sulfate (21-0-0)
78.9,43.9,45.7,27.9,66.92,6.54,garlic,Complete (14-14-14)
75.3,22.8,78.8,27.41,86.2,5.98,abaca,Complete (14-14-14)
82.4,61.6,23.7,25.1,62.31,6.33,corn,Urea (46-0-0)
44.8,24.4,74.8,26.66,67.33,5.43,sweet_potato,Muriate of Potash (0-0-60)
77.1,28.4,70.1,26.89,82.01,5.31,abaca,Complete (14-14-14)
17.6,24.3,30.2,34.73,58.58,5.92,mango,Complete (14-14-14)
18.1,16.0,31.7,28.49,69.01,5.66,mango,Complete (14-14-14)
94.6,42.3,20.8,26.61,63.2,6.47,corn,Urea (46-0-0)
99.1,78.5,53.6,31.37,81.83,6.54,banana,Muriate of Potash (0-0-60)
51.1,38.2,70.6,31.83,71.15,6.92,cassava,Muriate of Potash (0-0-60)
63.1,20.3,62.1,22.79,68.74,5.46,tobacco,Ammonium Sulfate (21-0-0)
51.4,29.0,63.4,28.65,58.83,6.08,cassava,Muriate of Potash (0-0-60)
26.1,42.4,32.7,26.91,69.05,6.21,peanut,Ammonium Phosphate (16-20-0)
103.2,48.6,42.8,28.48,77.73,6.94,rice,Complete (14-14-14)
26.6,15.0,31.9,24.63,86.12,5.59,rubber,Ammonium Sulfate (21-0-0)
38.9,21.1,68.3,26.44,69.99,5.19,pineapple,Muriate of Potash (0-0-60)
17.0,18.9,25.4,30.48,65.41,5.63,mango,Complete (14-14-14)
74.0,46.5,41.4,22.3,57.05,6.45,onion,Complete (14-14-14)
79.0,36.2,51.8,24.82,67.19,6.94,onion,Complete (14-14-14)
81.6,55.3,79.3,23.35,67.47,5.86,tomato,Complete (14-14-14)
81.4,21.6,82.1,27.6,92.23,6.07,abaca,Complete (14-14-14)
103.4,23.8,25.8,20.48,66.39,5.24,coffee,Complete (14-14-14)
23.9,8.3,29.1,28.38,93.49,7.34,coconut,Muriate of Potash (0-0-60)
78.5,36.9,54.7,20.59,56.51,6.05,garlic,Complete (14-14-14)
50.5,42.9,39.3,27.41,74.66,6.06,ampalaya,Complete (14-14-14)
34.7,29.5,31.3,29.89,78.64,5.59,rubber,Ammonium Sulfate (21-0-0)
88.2,30.4,50.8,24.36,69.33,6.75,garlic,Complete (14-14-14)
50.7,36.0,32.7,29.91,71.72,6.07,okra,Complete (14-14-14)
57.5,32.7,64.0,26.13,66.69,6.33,cassava,Muriate of Potash (0-0-60)
142.1,47.2,48.1,33.99,68.81,5.73,sugarcane,Urea (46-0-0)
61.8,29.5,78.3,30.52,89.26,6.47,abaca,Complete (14-14-14)
29.9,27.7,33.0,30.39,87.74,4.54,rubber,Ammonium Sulfate (21-0-0)
18.0,22.3,32.4,34.49,67.92,5.32,mango,Complete (14-14-14)
50.7,39.0,63.6,29.33,66.34,6.24,tobacco,Ammonium Sulfate (21-0-0)
28.6,38.1,42.5,28.05,61.85,6.7,peanut,Ammonium Phosphate (16-20-0)
34.2,20.8,76.0,22.61,65.95,6.19,sweet_potato,Muriate of Potash (0-0-60)
80.5,54.8,45.7,27.46,69.24,5.96,eggplant,Complete (14-14-14)
82.2,51.3,49.7,21.53,67.66,6.89,onion,Complete (14-14-14)
70.9,47.2,81.3,23.34,61.85,6.54,tomato,Complete (14-14-14)
27.7,24.9,24.6,25.45,83.25,5.33,rubber,Ammonium Sulfate (21-0-0)
17.8,31.1,22.2,27.97,61.79,6.73,mungbean,Ammonium Phosphate (16-20-0)
43.0,37.2,77.9,22.96,56.63,6.16,tobacco,Ammonium Sulfate (21-0-0)
51.0,31.4,49.8,28.39,72.89,6.28,okra,Complete (14-14-14)
97.4,51.2,23.3,28.97,66.52,7.57,corn,Urea (46-0-0)
46.0,31.5,41.8,26.64,73.19,6.42,ampalaya,Complete (14-14-14)
63.3,25.0,79.6,31.59,91.43,6.54,abaca,Complete (14-14-14)
27.6,20.4,28.5,24.45,79.33,5.09,rubber,Ammonium Sulfate (21-0-0)
90.2,41.4,44.4,28.11,82.19,6.15,cacao,Complete (14-14-14)
46.0,56.1,45.2,32.15,72.33,6.66,papaya,Complete (14-14-14)
20.6,14.7,20.0,27.53,77.68,5.78,calamansi,Ammonium Sulfate (21-0-0)
112.7,57.1,43.8,29.76,85.66,6.88,rice,Complete (14-14-14)
47.4,38.1,66.0,28.93,59.13,6.05,tobacco,Ammonium Sulfate (21-0-0)
21.4,12.5,27.1,28.07,85.45,6.95,coconut,Muriate of Potash (0-0-60)
81.5,50.2,22.1,27.95,60.91,6.92,corn,Urea (46-0-0)
82.6,47.4,42.9,26.76,74.17,6.4,eggplant,Complete (14-14-14)
88.8,44.8,58.9,21.92,68.26,6.4,eggplant,Complete (14-14-14)
41.5,46.1,34.5,31.73,72.82,6.53,okra,Complete (14-14-14)
43.2,28.2,71.3,25.33,76.18,4.76,pineapple,Muriate of Potash (0-0-60)
16.1,21.2,29.9,32.2,50.64,6.1,mango,Complete (14-14-14)
49.0,44.9,33.6,24.73,64.05,6.69,okra,Complete (14-14-14)
71.6,30.7,45.5,27.68,63.79,6.58,onion,Complete (14-14-14)
107.9,39.6,46.7,28.04,66.15,6.32,sugarcane,Urea (46-0-0)
44.0,22.8,69.4,26.43,62.29,5.83,sweet_potato,Muriate of Potash (0-0-60)
41.3,42.0,32.9,24.28,70.99,6.32,okra,Complete (14-14-14)
76.7,42.1,48.6,22.8,65.28,6.45,garlic,Complete (14-14-14)
56.5,26.1,70.8,24.41,58.92,5.82,tobacco,Ammonium Sulfate (21-0-0)
113.6,40.5,50.5,30.01,65.99,6.45,sugarcane,Urea (46-0-0)
23.0,31.4,27.6,30.46,63.01,6.34,mungbean,Ammonium Phosphate (16-20-0)
76.5,32.2,46.4,24.52,64.09,6.68,garlic,Complete (14-14-14)
60.5,29.9,58.5,25.33,88.3,5.8,cacao,Complete (14-14-14)
20.7,25.8,22.8,29.77,75.39,5.76,rubber,Ammonium Sulfate (21-0-0)
24.7,15.1,27.2,29.67,63.05,5.86,mango,Complete (14-14-14)
57.6,23.0,59.7,29.25,67.11,6.33,tobacco,Ammonium Sulfate (21-0-0)
54.5,45.4,36.2,30.18,75.32,6.63,ampalaya,Complete (14-14-14)
21.4,8.8,26.2,25.72,85.98,7.89,coconut,Muriate of Potash (0-0-60)
40.6,39.3,33.9,30.5,74.31,6.64,okra,Complete (14-14-14)
82.2,40.5,44.3,28.83,67.47,5.93,eggplant,Complete (14-14-14)
74.7,33.9,43.3,24.82,69.34,6.52,onion,Complete (14-14-14)
59.9,57.6,50.4,31.76,80.3,6.28,papaya,Complete (14-14-14)
14.9,17.0,24.7,30.69,76.73,6.53,calamansi,Ammonium Sulfate (21-0-0)
16.0,24.4,28.3,35.06,55.95,7.36,mango,Complete (14-14-14)
47.5,26.4,79.2,27.57,60.01,6.29,tobacco,Ammonium Sulfate (21-0-0)
42.9,50.3,51.4,24.58,77.82,5.53,papaya,Complete (14-14-14)
132.7,41.2,54.3,27.08,68.94,5.62,sugarcane,Urea (46-0-0)
23.4,12.9,16.4,25.78,73.16,6.19,calamansi,Ammonium Sulfate (21-0-0)
48.4,36.1,41.2,29.54,66.11,6.76,ampalaya,Complete (14-14-14)
86.0,47.1,24.5,29.85,60.3,6.2,corn,Urea (46-0-0)
91.6,59.2,62.7,25.23,68.2,6.2,tomato,Complete (14-14-14)
53.2,51.7,52.1,28.13,79.57,6.3,papaya,Complete (14-14-14)
16.7,35.6,29.6,30.82,74.79,7.0,mungbean,Ammonium Phosphate (16-20-0)
27.9,23.3,25.8,28.62,89.14,5.26,rubber,Ammonium Sulfate (21-0-0)
16.0,22.2,25.6,36.27,62.93,6.13,mango,Complete (14-14-14)
51.3,41.6,42.5,24.62,67.53,6.15,ampalaya,Complete (14-14-14)
96.5,49.8,24.3,29.08,66.03,5.54,corn,Urea (46-0-0)
34.4,27.3,81.4,24.7,73.66,5.9,sweet_potato,Muriate of Potash (0-0-60)
21.1,16.4,28.1,33.76,56.6,5.56,mango,Complete (14-14-14)
74.4,39.7,55.8,26.03,68.73,6.47,onion,Complete (14-14-14)
48.9,49.4,48.8,29.6,86.39,5.81,papaya,Complete (14-14-14)
92.4,60.8,24.0,25.25,60.97,6.84,corn,Urea (46-0-0)
22.3,11.8,29.7,25.53,80.11,6.21,coconut,Muriate of Potash (0-0-60)
98.8,16.3,29.9,25.42,78.1,5.09,coffee,Complete (14-14-14)
102.4,43.0,50.4,28.0,77.89,5.63,sugarcane,Urea (46-0-0)
98.0,45.7,21.2,32.32,67.71,7.3,corn,Urea (46-0-0)
21.5,13.8,31.6,27.13,81.44,7.36,coconut,Muriate of Potash (0-0-60)
82.4,39.6,45.5,24.43,80.82,5.92,cacao,Complete (14-14-14)
89.4,55.0,44.7,22.19,75.79,6.17,eggplant,Complete (14-14-14)
55.2,40.4,28.9,24.34,73.69,6.39,ampalaya,Complete (14-14-14)
56.1,42.5,31.4,28.33,72.79,6.71,okra,Complete (14-14-14)
48.0,41.6,33.6,31.75,73.11,6.53,ampalaya,Complete (14-14-14)
37.6,30.2,33.2,24.31,83.42,5.75,rubber,Ammonium Sulfate (21-0-0)
47.5,38.8,74.8,26.03,63.94,5.68,sweet_potato,Muriate of Potash (0-0-60)
41.6,37.3,32.2,27.99,63.91,6.4,okra,Complete (14-14-14)
55.1,35.0,47.5,31.07,72.71,6.6,ampalaya,Complete (14-14-14)
61.5,49.2,41.1,29.13,76.99,6.53,cacao,Complete (14-14-14)
67.8,57.6,85.3,25.9,60.76,5.84,tomato,Complete (14-14-14)
16.6,15.0,31.5,31.64,60.95,7.15,mango,Complete (14-14-14)
100.3,56.5,43.6,31.7,86.41,6.23,rice,Complete (14-14-14)
76.9,45.3,57.1,25.28,66.39,6.59,onion,Complete (14-14-14)
22.8,23.1,25.2,35.02,64.14,5.89,mango,Complete (14-14-14)
42.1,31.2,39.8,27.7,69.02,6.69,okra,Complete (14-14-14)
22.8,36.7,48.2,25.77,63.14,6.48,peanut,Ammonium Phosphate (16-20-0)
63.8,30.1,62.5,29.7,64.78,5.73,tobacco,Ammonium Sulfate (21-0-0)
89.8,54.7,81.5,20.25,62.27,6.61,tomato,Complete (14-14-14)
19.1,15.4,15.5,29.04,80.3,6.0,calamansi,Ammonium Sulfate (21-0-0)
30.9,35.5,60.8,26.61,68.1,6.31,sweet_potato,Muriate of Potash (0-0-60)
36.9,26.6,31.7,29.15,86.44,4.67,rubber,Ammonium Sulfate (21-0-0)
54.0,48.8,48.1,25.19,74.37,6.0,okra,Complete (14-14-14)
42.3,54.9,44.9,25.02,87.72,6.28,papaya,Complete (14-14-14)
24.4,22.9,32.7,28.91,64.09,5.95,mango,Complete (14-14-14)
16.5,22.3,27.6,27.56,62.48,7.14,mango,Complete (14-14-14)
18.9,36.2,42.6,24.48,62.0,5.62,peanut,Ammonium Phosphate (16-20-0)
92.1,86.2,49.6,27.18,85.88,6.04,banana,Muriate of Potash (0-0-60)
21.9,17.0,27.3,34.61,58.04,6.1,mango,Complete (14-14-14)
84.2,56.4,48.7,29.33,72.22,6.82,eggplant,Complete (14-14-14)
65.3,56.7,42.6,24.44,67.83,6.15,eggplant,Complete (14-14-14)
96.0,28.0,24.8,23.65,61.55,6.25,coffee,Complete (14-14-14)
24.8,40.0,30.1,28.88,68.42,6.36,peanut,Ammonium Phosphate (16-20-0)
52.1,45.7,33.0,28.85,65.77,6.25,ampalaya,Complete (14-14-14)
70.6,21.9,66.0,23.77,88.27,6.16,abaca,Complete (14-14-14)
17.3,49.0,30.6,30.92,69.78,6.74,mungbean,Ammonium Phosphate (16-20-0)
70.7,56.0,47.1,22.46,72.31,6.19,eggplant,Complete (14-14-14)
84.3,42.8,44.8,24.5,66.29,6.22,eggplant,Complete (14-14-14)
61.2,33.6,63.7,22.35,68.35,5.52,tobacco,Ammonium Sulfate (21-0-0)
63.3,59.7,43.8,23.95,65.47,5.74,eggplant,Complete (14-14-14)
85.8,36.0,58.9,19.84,65.39,6.32,garlic,Complete (14-14-14)
59.0,45.7,86.7,20.87,74.18,6.48,tomato,Complete (14-14-14)
57.4,34.4,34.0,30.1,61.34,6.79,okra,Complete (14-14-14)
23.8,29.7,28.2,24.87,70.76,6.37,mungbean,Ammonium Phosphate (16-20-0)
19.6,24.5,27.6,28.41,77.29,5.2,rubber,Ammonium Sulfate (21-0-0)
31.6,28.3,30.0,31.14,78.38,5.4,rubber,Ammonium Sulfate (21-0-0)
49.1,40.7,29.0,24.26,65.95,6.1,okra,Complete (14-14-14)
51.1,36.4,89.2,26.61,56.57,5.39,cassava,Muriate of Potash (0-0-60)
90.4,30.5,34.9,23.31,76.45,6.0,coffee,Complete (14-14-14)
79.2,52.5,74.3,24.06,63.16,5.79,tomato,Complete (14-14-14)
20.2,11.5,21.4,29.82,73.53,5.63,calamansi,Ammonium Sulfate (21-0-0)
49.7,49.7,43.5,26.44,68.5,6.62,ampalaya,Complete (14-14-14)
40.7,35.0,69.3,23.26,72.96,5.73,sweet_potato,Muriate of Potash (0-0-60)
48.3,29.3,79.8,27.79,67.27,5.39,cassava,Muriate of Potash (0-0-60)
44.2,29.8,77.5,26.35,70.14,5.88,pineapple,Muriate of Potash (0-0-60)
44.9,44.3,46.3,27.97,64.82,6.16,okra,Complete (14-14-14)
35.8,21.4,26.2,26.46,80.4,5.53,rubber,Ammonium Sulfate (21-0-0)
57.5,35.8,41.9,27.06,77.57,6.21,ampalaya,Complete (14-14-14)
42.8,47.1,47.2,28.97,79.69,6.42,papaya,Complete (14-14-14)
117.8,53.0,44.6,31.42,79.58,5.91,rice,Complete (14-14-14)
43.9,39.2,64.9,26.08,76.52,5.46,cassava,Muriate of Potash (0-0-60)
52.5,25.9,83.3,27.69,67.71,5.0,pineapple,Muriate of Potash (0-0-60)
84.0,37.0,42.4,24.45,83.72,6.31,cacao,Complete (14-14-14)
66.8,51.7,47.2,24.54,77.64,6.6,eggplant,Complete (14-14-14)
17.8,17.9,17.4,26.78,72.32,6.41,calamansi,Ammonium Sulfate (21-0-0)
59.3,27.7,74.6,26.15,53.83,5.88,cassava,Muriate of Potash (0-0-60)
16.0,13.8,25.4,27.73,84.15,5.32,coconut,Muriate of Potash (0-0-60)
110.4,84.8,45.6,29.64,75.84,5.97,banana,Muriate of Potash (0-0-60)
64.6,40.6,51.0,29.58,77.92,6.02,cacao,Complete (14-14-14)
97.5,97.4,49.5,25.78,89.93,6.91,banana,Muriate of Potash (0-0-60)
24.6,26.5,22.4,31.83,83.39,4.88,rubber,Ammonium Sulfate (21-0-0)
52.4,31.9,70.1,28.7,72.67,6.92,cassava,Muriate of Potash (0-0-60)
69.3,58.5,59.6,26.07,66.01,5.61,eggplant,Complete (14-14-14)
89.2,38.1,78.1,26.32,92.48,6.24,abaca,Complete (14-14-14)
75.2,42.4,62.6,21.98,67.78,6.06,tomato,Complete (14-14-14)
18.4,10.6,19.1,25.26,80.88,5.97,calamansi,Ammonium Sulfate (21-0-0)
88.8,49.4,53.4,21.57,60.79,6.95,onion,Complete (14-14-14)
64.0,30.1,56.6,24.35,78.84,6.6,cacao,Complete (14-14-14)
58.9,32.9,33.6,27.04,77.56,6.53,ampalaya,Complete (14-14-14)
40.2,28.9,85.0,28.28,74.5,4.33,pineapple,Muriate of Potash (0-0-60)
93.2,16.4,31.2,21.66,71.07,5.96,coffee,Complete (14-14-14)
17.3,10.8,16.2,26.4,79.97,5.85,calamansi,Ammonium Sulfate (21-0-0)
24.3,9.1,31.1,26.71,81.32,7.15,coconut,Muriate of Potash (0-0-60)
82.1,35.4,41.8,26.77,61.98,6.49,onion,Complete (14-14-14)
71.1,31.9,44.6,27.3,57.43,6.38,garlic,Complete (14-14-14)
68.9,36.3,62.3,28.35,60.13,5.76,tobacco,Ammonium Sulfate (21-0-0)
54.1,46.5,48.5,30.32,71.52,6.77,ampalaya,Complete (14-14-14)
99.5,89.4,54.2,25.23,90.4,6.92,banana,Muriate of Potash (0-0-60)
128.6,58.2,49.2,29.51,78.99,6.36,sugarcane,Urea (46-0-0)
57.3,49.5,42.8,25.14,68.65,6.66,okra,Complete (14-14-14)
98.3,77.8,50.9,30.24,76.93,5.54,banana,Muriate of Potash (0-0-60)
82.5,44.7,67.5,24.62,64.2,6.04,tomato,Complete (14-14-14)
35.1,26.0,74.6,25.85,65.74,6.33,sweet_potato,Muriate of Potash (0-0-60)
71.4,47.5,61.0,25.44,73.88,6.12,eggplant,Complete (14-14-14)
90.8,35.3,40.4,21.52,63.73,6.23,garlic,Complete (14-14-14)
46.9,35.6,76.7,25.63,68.57,6.01,sweet_potato,Muriate of Potash (0-0-60)
17.1,45.1,23.1,31.4,72.52,6.73,mungbean,Ammonium Phosphate (16-20-0)
101.9,60.2,43.3,25.41,79.59,5.98,rice,Complete (14-14-14)
83.6,46.4,51.3,26.83,58.32,6.74,garlic,Complete (14-14-14)
38.8,33.3,83.8,22.74,62.79,6.67,sweet_potato,Muriate of Potash (0-0-60)
112.4,48.1,49.9,29.12,70.13,6.98,sugarcane,Urea (46-0-0)
96.4,75.3,47.2,25.7,86.9,6.26,banana,Muriate of Potash (0-0-60)
54.8,30.6,84.3,22.49,65.21,5.99,tobacco,Ammonium Sulfate (21-0-0)
107.9,15.8,30.1,27.49,67.82,5.52,coffee,Complete (14-14-14)
50.7,35.3,72.2,24.67,68.47,5.69,tobacco,Ammonium Sulfate (21-0-0)
91.1,17.7,34.7,21.84,69.78,5.06,coffee,Complete (14-14-14)
49.4,35.7,72.3,27.35,75.22,5.66,cassava,Muriate of Potash (0-0-60)
62.9,32.1,43.8,30.74,82.93,6.59,cacao,Complete (14-14-14)
107.5,71.7,51.1,27.78,83.46,6.04,banana,Muriate of Potash (0-0-60)
44.9,26.7,75.9,27.39,68.18,5.27,cassava,Muriate of Potash (0-0-60)
23.5,44.4,41.3,26.42,65.01,5.63,peanut,Ammonium Phosphate (16-20-0)
